Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1062120.00,4.00,3.00,10.00,2.00,4.00,5.00,6.00,2.00,0.00,3.00,1.00,5.00,11900.00,25.00,1242.50,5.00,476.00,10.44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.99,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
1062220.00,4.00,3.00,10.00,2.00,2.00,4.00,5.00,2.00,1.00,4.00,3.00,17.00,12075.00,36.00,924.50,2.12,335.42,7.66,1.00,0.00,0.00,0.27,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.02,0.36,0.59,0.03,0.37,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00
1062270.00,3.00,3.00,6.00,2.00,3.00,4.00,4.00,2.00,1.00,15.00,3.00,6.00,16400.00,52.00,3517.50,8.67,315.38,21.45,0.98,0.00,0.02,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.46,0.21,0.99,0.01,0.00,0.00,0.06,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00
1062310.00,4.00,2.00,10.00,2.00,3.00,1.00,5.00,2.00,0.00,10.00,2.00,8.00,10575.00,23.00,663.50,2.88,459.78,6.27,1.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.06,0.89,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00
1065040.00,4.00,3.00,10.00,1.00,3.00,5.00,5.00,2.00,2.00,15.00,4.00,22.00,7115.00,34.00,546.50,1.55,209.26,7.68,1.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.01,0.02,0.44,0.10,0.12,0.74,0.04,0.07,0.29,0.01,0.01,0.03,0.00,0.01,0.00,0.00,0.56,0.01
1065080.00,4.00,3.00,10.00,2.00,2.00,5.00,4.00,2.00,2.00,13.00,2.00,7.00,9675.00,25.00,831.00,3.57,387.00,8.59,0.60,0.37,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.98,0.16,0.00,0.00,0.84,0.96,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065100.00,3.00,3.00,10.00,2.00,3.00,5.00,4.00,2.00,2.00,17.00,7.00,22.00,9175.00,33.00,1037.00,1.50,278.03,11.30,0.98,0.02,0.00,0.26,0.00,0.05,0.20,0.00,0.01,0.07,0.02,0.40,0.19,0.80,0.00,0.01,0.61,0.05,0.27,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.02
1065160.00,2.00,1.00,4.00,1.00,3.00,5.00,3.00,4.00,1.00,20.00,4.00,9.00,9325.00,25.00,1174.50,2.78,373.00,12.60,0.79,0.20,0.02,0.06,0.00,0.45,0.00,0.00,0.00,0.39,0.00,0.11,0.09,0.87,0.00,0.04,0.10,0.00,0.39,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065340.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,2.00,2.00,300.00,2.00,34.00,1.00,150.00,11.33,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.00,0.00,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
1065370.00,4.00,1.00,10.00,2.00,2.00,1.00,4.00,2.00,1.00,4.00,2.00,5.00,1200.00,5.00,128.00,1.00,240.00,10.67,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065450.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,1.00,2.00,5250.00,10.00,297.50,5.00,525.00,5.67,0.89,0.00,0.11,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1065510.00,4.00,1.00,4.00,2.00,3.00,5.00,5.00,2.00,2.00,12.00,2.00,19.00,11875.00,44.00,934.00,2.32,269.89,7.87,0.82,0.03,0.14,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.25,0.08,0.67,0.00,0.04,0.04,0.01,0.01,0.23,0.00,0.00,0.00,0.00,0.67,0.00
1065600.00,4.00,3.00,10.00,1.00,2.00,4.00,5.00,3.00,1.00,10.00,3.00,19.00,12085.00,58.00,1381.55,3.05,208.36,11.43,0.85,0.06,0.09,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.60,0.15,0.85,0.00,0.00,0.80,0.17,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
1065650.00,3.00,1.00,10.00,2.00,3.00,5.00,5.00,2.00,1.00,15.00,4.00,17.00,10865.00,58.00,1173.50,3.41,187.33,10.80,0.89,0.05,0.06,0.00,0.26,0.07,0.01,0.00,0.00,0.00,0.00,0.66,0.58,0.12,0.26,0.04,0.05,0.02,0.45,0.09,0.14,0.00,0.00,0.00,0.00,0.26,0.00
1065660.00,2.00,3.00,10.00,2.00,2.00,7.00,4.00,3.00,1.00,19.00,4.00,15.00,9200.00,32.00,1792.00,2.13,287.50,19.48,0.84,0.11,0.05,0.62,0.00,0.00,0.00,0.22,0.00,0.00,0.02,0.14,0.81,0.16,0.00,0.02,0.72,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00
1065710.00,4.00,3.00,10.00,2.00,2.00,4.00,5.00,2.00,1.00,10.00,2.00,7.00,4400.00,13.00,276.50,1.86,338.46,6.28,1.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.07,0.89,0.00,0.00,0.07,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.89,0.00
1065780.00,3.00,3.00,10.00,2.00,3.00,4.00,5.00,2.00,1.00,12.00,3.00,11.00,7850.00,16.00,984.00,1.45,490.63,12.54,0.90,0.08,0.02,0.00,0.00,0.00,0.15,0.00,0.25,0.00,0.00,0.60,0.02,0.89,0.00,0.09,0.24,0.07,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00
1070040.00,4.00,1.00,4.00,2.00,1.00,3.00,15.00,1.00,2.00,15.00,6.00,21.00,28925.00,36.00,2026.50,1.71,803.47,7.01,0.76,0.18,0.06,0.00,0.56,0.01,0.00,0.00,0.01,0.00,0.00,0.42,0.01,0.27,0.56,0.17,0.32,0.01,0.02,0.01,0.00,0.00,0.01,0.00,0.00,0.56,0.07
1070070.00,3.00,3.00,10.00,2.00,2.00,5.00,5.00,1.00,1.00,18.00,4.00,15.00,17525.00,27.00,1232.50,1.80,649.07,7.03,0.83,0.15,0.02,0.04,0.55,0.00,0.03,0.00,0.00,0.00,0.00,0.38,0.02,0.10,0.55,0.33,0.43,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00
1070140.00,4.00,3.00,10.00,2.00,4.00,1.00,4.00,4.00,1.00,5.00,2.00,4.00,22675.00,26.00,1300.00,6.50,872.12,5.73,0.85,0.00,0.15,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
1070270.00,3.00,2.00,10.00,2.00,4.00,4.00,5.00,4.00,1.00,15.00,3.00,15.00,35250.00,41.00,4698.50,2.73,859.76,13.33,0.94,0.00,0.06,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.37,0.63,0.00,0.00,0.91,0.01,0.00,0.00,0.07,0.00,0.00,0.01,0.00,0.00,0.00
1070300.00,1.00,3.00,10.00,2.00,4.00,4.00,7.00,1.00,1.00,34.00,5.00,29.00,20525.00,41.00,2457.50,1.41,500.61,11.97,0.93,0.07,0.00,0.10,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.86,0.13,0.80,0.00,0.07,0.24,0.63,0.05,0.00,0.02,0.00,0.02,0.03,0.01,0.00,0.00
1070310.00,4.00,3.00,10.00,2.00,4.00,1.00,6.00,1.00,1.00,10.00,3.00,7.00,26475.00,26.00,2810.50,3.71,1018.27,10.62,0.91,0.00,0.09,0.73,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.25,0.01,0.99,0.00,0.00,0.97,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1070330.00,2.00,3.00,10.00,2.00,4.00,4.00,6.00,1.00,1.00,14.00,4.00,21.00,12350.00,35.00,1453.00,1.67,352.86,11.77,0.94,0.04,0.02,0.00,0.15,0.34,0.21,0.00,0.00,0.00,0.00,0.30,0.16,0.61,0.15,0.08,0.33,0.00,0.04,0.43,0.04,0.00,0.00,0.01,0.00,0.15,0.01
1070420.00,3.00,3.00,10.00,2.00,4.00,4.00,5.00,4.00,2.00,16.00,2.00,14.00,30925.00,48.00,3281.00,3.43,644.27,10.61,0.92,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.67,0.00,0.06,0.73,0.00,0.00,0.00,0.24,0.00,0.00,0.01,0.00,0.00,0.00
1070500.00,4.00,3.00,3.00,2.00,4.00,4.00,2.00,4.00,1.00,28.00,2.00,14.00,6825.00,40.00,748.50,2.86,170.63,10.97,1.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.10,0.64,0.26,0.00,0.02,0.01,0.58,0.00,0.07,0.00,0.00,0.00,0.04,0.26,0.00
1070600.00,4.00,3.00,10.00,2.00,4.00,1.00,4.00,4.00,0.00,11.00,7.00,21.00,20175.00,52.00,2193.50,2.48,387.98,10.87,0.84,0.00,0.16,0.57,0.05,0.00,0.07,0.01,0.01,0.00,0.01,0.28,0.15,0.80,0.05,0.00,0.79,0.01,0.00,0.00,0.12,0.00,0.01,0.01,0.01,0.05,0.00
1070660.00,4.00,3.00,17.00,2.00,4.00,3.00,5.00,4.00,1.00,10.00,2.00,10.00,13975.00,42.00,1527.50,4.20,332.74,10.93,0.95,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.99,0.24,0.76,0.00,0.00,0.73,0.00,0.24,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02
1070670.00,3.00,3.00,10.00,2.00,3.00,5.00,7.00,4.00,2.00,7.00,5.00,19.00,14750.00,39.00,1222.75,2.05,378.21,8.29,0.90,0.10,0.00,0.07,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.91,0.05,0.15,0.00,0.80,0.91,0.03,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.01
1070790.00,4.00,3.00,17.00,2.00,1.00,7.00,2.00,4.00,1.00,17.00,5.00,17.00,7750.00,29.00,1046.50,1.71,267.24,13.50,0.92,0.08,0.00,0.03,0.00,0.30,0.00,0.00,0.04,0.04,0.00,0.60,0.12,0.80,0.00,0.08,0.10,0.42,0.04,0.39,0.00,0.00,0.04,0.00,0.02,0.00,0.00
1070880.00,2.00,3.00,10.00,2.00,4.00,4.00,6.00,1.00,1.00,14.00,3.00,11.00,5700.00,16.00,736.00,1.45,356.25,12.91,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.01,0.65,0.13,0.87,0.00,0.00,0.18,0.33,0.00,0.11,0.04,0.00,0.34,0.01,0.00,0.00,0.00
1070980.00,3.00,3.00,10.00,2.00,4.00,3.00,4.00,4.00,2.00,14.00,2.00,2.00,10275.00,24.00,580.00,12.00,428.13,5.64,1.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1071010.00,4.00,3.00,10.00,2.00,4.00,3.00,4.00,4.00,1.00,18.00,5.00,15.00,25100.00,48.00,2770.00,3.20,522.92,11.04,0.92,0.08,0.00,0.04,0.28,0.08,0.00,0.00,0.48,0.00,0.00,0.13,0.00,0.68,0.31,0.01,0.08,0.06,0.00,0.08,0.00,0.00,0.48,0.00,0.00,0.30,0.00
1071090.00,3.00,3.00,10.00,2.00,4.00,4.00,3.00,4.00,1.00,15.00,4.00,19.00,12275.00,33.00,1352.00,1.74,371.97,11.01,0.81,0.05,0.14,0.47,0.00,0.00,0.27,0.01,0.00,0.00,0.00,0.25,0.06,0.94,0.00,0.00,0.95,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01
1071120.00,2.00,3.00,6.00,2.00,4.00,4.00,7.00,3.00,1.00,17.00,2.00,2.00,26200.00,24.00,2745.00,12.00,1091.67,10.48,0.95,0.05,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.05,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1071340.00,3.00,3.00,10.00,2.00,4.00,5.00,3.00,4.00,1.00,10.00,2.00,5.00,11700.00,24.00,753.00,4.80,487.50,6.44,0.91,0.00,0.09,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.13,0.86,0.00,0.00,0.13,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.86,0.00
1071460.00,1.00,1.00,4.00,2.00,4.00,7.00,6.00,4.00,1.00,25.00,2.00,3.00,26450.00,69.00,1935.50,23.00,383.33,7.32,1.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.09,0.25,0.66,0.00,0.00,0.25,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.66,0.00
1071500.00,4.00,3.00,10.00,2.00,4.00,4.00,3.00,4.00,1.00,21.00,2.00,15.00,11875.00,32.00,1291.75,2.13,371.09,10.88,0.92,0.08,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.29,0.71,0.00,0.00,0.71,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00
1071560.00,3.00,3.00,10.00,2.00,2.00,5.00,5.00,3.00,1.00,21.00,3.00,10.00,8450.00,43.00,955.50,4.30,196.51,11.31,1.00,0.00,0.00,0.20,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.76,0.10,0.90,0.00,0.00,0.25,0.62,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1071640.00,2.00,3.00,10.00,2.00,4.00,5.00,7.00,4.00,1.00,27.00,2.00,17.00,20300.00,34.00,2116.00,2.00,597.06,10.42,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.86,0.09,0.91,0.00,0.00,0.92,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1071780.00,3.00,1.00,15.00,2.00,4.00,4.00,5.00,1.00,1.00,17.00,3.00,22.00,12325.00,56.00,1581.00,2.55,220.09,12.83,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.11,0.00,0.84,0.12,0.88,0.00,0.00,0.00,0.42,0.45,0.00,0.00,0.02,0.00,0.04,0.06,0.00,0.00
1071800.00,2.00,3.00,10.00,2.00,4.00,4.00,4.00,1.00,1.00,20.00,4.00,32.00,6825.00,41.00,870.50,1.28,166.46,12.75,0.77,0.23,0.00,0.15,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.80,0.40,0.45,0.02,0.13,0.58,0.04,0.04,0.03,0.16,0.05,0.00,0.04,0.03,0.02,0.00
1071840.00,1.00,2.00,10.00,2.00,4.00,5.00,9.00,2.00,1.00,12.00,7.00,39.00,20100.00,69.00,2426.75,1.77,291.30,12.07,0.91,0.03,0.06,0.04,0.13,0.08,0.29,0.01,0.00,0.00,0.13,0.32,0.33,0.54,0.13,0.00,0.44,0.18,0.07,0.11,0.06,0.00,0.00,0.01,0.01,0.13,0.00
1071910.00,2.00,1.00,4.00,2.00,4.00,7.00,7.00,2.00,1.00,35.00,3.00,5.00,14100.00,24.00,1485.00,4.80,587.50,10.53,1.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.02,0.94,0.00,0.04,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1075060.00,4.00,3.00,10.00,2.00,4.00,4.00,9.00,2.00,1.00,9.00,3.00,15.00,22350.00,38.00,1676.50,2.53,588.16,7.50,0.86,0.12,0.02,0.08,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.07,0.08,0.10,0.75,0.87,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.10,0.00
1075130.00,4.00,3.00,10.00,2.00,4.00,4.00,6.00,2.00,1.00,14.00,4.00,24.00,19600.00,40.00,1836.00,1.67,490.00,9.37,0.92,0.06,0.03,0.04,0.02,0.00,0.00,0.00,0.20,0.00,0.00,0.74,0.25,0.30,0.23,0.22,0.43,0.02,0.00,0.00,0.13,0.00,0.20,0.00,0.00,0.23,0.00
1075200.00,3.00,1.00,4.00,2.00,3.00,5.00,6.00,2.00,1.00,20.00,2.00,8.00,34125.00,27.00,3650.00,3.38,1263.89,10.70,1.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.06,0.94,0.00,0.00,0.99,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1075220.00,2.00,1.00,4.00,2.00,3.00,5.00,4.00,4.00,1.00,19.00,3.00,28.00,11825.00,32.00,1601.25,1.14,369.53,13.54,0.72,0.22,0.05,0.14,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.77,0.63,0.37,0.00,0.00,0.50,0.03,0.16,0.06,0.11,0.15,0.00,0.00,0.00,0.00,0.00
1075280.00,4.00,3.00,5.00,2.00,3.00,4.00,5.00,4.00,1.00,10.00,1.00,11.00,14300.00,38.00,1174.00,3.45,376.32,8.21,0.85,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08,0.17,0.00,0.75,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1075350.00,1.00,1.00,5.00,2.00,4.00,1.00,7.00,2.00,1.00,34.00,7.00,31.00,21175.00,58.00,3238.50,1.87,365.09,15.29,0.93,0.07,0.00,0.06,0.01,0.00,0.05,0.01,0.09,0.00,0.09,0.71,0.62,0.37,0.01,0.00,0.22,0.37,0.11,0.06,0.07,0.04,0.09,0.03,0.01,0.01,0.00
1075400.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,900.00,3.00,94.50,3.00,300.00,10.50,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1075420.00,3.00,1.00,4.00,2.00,4.00,3.00,3.00,4.00,1.00,15.00,2.00,10.00,10850.00,29.00,1168.50,2.90,374.14,10.77,1.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.11,0.66,0.00,0.23,0.94,0.06,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1075520.00,4.00,3.00,10.00,2.00,3.00,3.00,4.00,4.00,1.00,12.00,5.00,15.00,16550.00,31.00,1655.50,2.07,533.87,10.00,0.96,0.00,0.04,0.06,0.38,0.00,0.28,0.00,0.00,0.03,0.00,0.24,0.19,0.39,0.40,0.02,0.51,0.04,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.40,0.00
1075610.00,2.00,3.00,14.00,2.00,3.00,5.00,5.00,2.00,1.00,31.00,5.00,23.00,7825.00,33.00,861.50,1.43,237.12,11.01,1.00,0.00,0.00,0.24,0.12,0.06,0.06,0.00,0.00,0.00,0.00,0.52,0.26,0.55,0.12,0.08,0.42,0.02,0.29,0.10,0.06,0.00,0.00,0.00,0.00,0.12,0.00
1075630.00,4.00,3.00,10.00,2.00,4.00,4.00,5.00,1.00,1.00,27.00,7.00,33.00,12925.00,62.00,1392.50,1.88,208.47,10.77,0.93,0.04,0.03,0.22,0.34,0.01,0.05,0.05,0.00,0.07,0.00,0.26,0.17,0.49,0.34,0.01,0.36,0.04,0.15,0.02,0.00,0.00,0.00,0.04,0.05,0.34,0.00
1075690.00,4.00,3.00,10.00,2.00,4.00,1.00,4.00,4.00,1.00,11.00,7.00,20.00,6375.00,29.00,697.50,1.45,219.83,10.94,0.81,0.15,0.05,0.24,0.07,0.05,0.14,0.00,0.11,0.02,0.00,0.38,0.09,0.62,0.12,0.16,0.69,0.00,0.02,0.07,0.00,0.00,0.11,0.00,0.00,0.12,0.00
1075730.00,3.00,3.00,10.00,2.00,3.00,5.00,5.00,2.00,1.00,22.00,3.00,16.00,15875.00,49.00,2417.00,3.06,323.98,15.23,0.88,0.07,0.06,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.72,0.83,0.17,0.00,0.00,0.37,0.09,0.43,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
1077110.00,2.00,1.00,10.00,1.00,4.00,5.00,3.00,4.00,2.00,16.00,3.00,7.00,11125.00,22.00,1196.50,3.14,505.68,10.76,0.96,0.00,0.04,0.80,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.16,0.01,0.99,0.00,0.00,0.95,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00
1077200.00,4.00,3.00,10.00,2.00,4.00,1.00,2.00,4.00,1.00,7.00,2.00,6.00,11100.00,48.00,1273.00,8.00,231.25,11.47,1.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.40,0.60,0.00,0.00,0.60,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
1077300.00,4.00,3.00,10.00,2.00,4.00,2.00,9.00,1.00,1.00,5.00,3.00,10.00,22600.00,25.00,1747.00,2.50,904.00,7.73,1.00,0.00,0.00,0.21,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.25,0.20,0.55,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00
1077390.00,3.00,3.00,10.00,2.00,3.00,4.00,7.00,2.00,1.00,16.00,2.00,15.00,30375.00,26.00,2389.00,1.73,1168.27,7.87,0.89,0.00,0.11,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.40,0.42,0.17,0.51,0.22,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.25,0.00
1077480.00,4.00,3.00,10.00,2.00,3.00,5.00,5.00,2.00,1.00,18.00,2.00,4.00,9200.00,19.00,691.00,4.75,484.21,7.51,1.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.02,0.14,0.00,0.84,0.98,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
1077500.00,3.00,3.00,10.00,2.00,3.00,4.00,2.00,4.00,1.00,13.00,1.00,1.00,7650.00,17.00,433.50,17.00,450.00,5.67,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1077570.00,4.00,3.00,10.00,2.00,4.00,4.00,3.00,4.00,1.00,13.00,3.00,16.00,7775.00,18.00,988.00,1.13,431.94,12.71,0.92,0.02,0.06,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.76,0.26,0.74,0.00,0.00,0.80,0.04,0.00,0.00,0.03,0.14,0.00,0.00,0.00,0.00,0.00
1080020.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,3.00,9.00,7000.00,22.00,566.00,2.44,318.18,8.09,1.00,0.00,0.00,0.10,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.07,0.20,0.21,0.51,0.61,0.11,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.21,0.00
1080080.00,4.00,3.00,10.00,2.00,4.00,4.00,6.00,2.00,1.00,11.00,3.00,15.00,22500.00,27.00,2357.50,1.80,833.33,10.48,1.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.82,0.05,0.95,0.00,0.00,0.45,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08
1080180.00,2.00,3.00,10.00,1.00,4.00,1.00,6.00,1.00,1.00,13.00,4.00,10.00,13100.00,42.00,1368.25,4.20,311.90,10.44,0.94,0.00,0.06,0.27,0.39,0.00,0.00,0.00,0.00,0.00,0.21,0.14,0.22,0.39,0.39,0.00,0.28,0.31,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.39,0.00
1080220.00,1.00,3.00,10.00,2.00,4.00,4.00,5.00,4.00,1.00,29.00,6.00,23.00,19225.00,56.00,2292.00,2.43,343.30,11.92,0.86,0.09,0.05,0.26,0.00,0.00,0.03,0.00,0.14,0.15,0.02,0.41,0.41,0.50,0.00,0.09,0.42,0.02,0.15,0.00,0.24,0.03,0.14,0.00,0.00,0.00,0.00
1080230.00,4.00,3.00,10.00,2.00,4.00,3.00,4.00,4.00,0.00,10.00,3.00,11.00,12325.00,27.00,1449.00,2.45,456.48,11.76,0.99,0.00,0.01,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.31,0.14,0.86,0.00,0.00,0.95,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
1080250.00,3.00,3.00,10.00,2.00,4.00,5.00,1.00,4.00,1.00,21.00,3.00,14.00,5300.00,20.00,580.50,1.43,265.00,10.95,0.87,0.04,0.08,0.00,0.00,0.00,0.19,0.00,0.04,0.00,0.00,0.77,0.17,0.25,0.00,0.58,0.50,0.00,0.00,0.45,0.00,0.00,0.04,0.00,0.00,0.00,0.00
1080330.00,4.00,3.00,10.00,2.00,2.00,3.00,6.00,1.00,1.00,10.00,6.00,39.00,11775.00,56.00,1312.75,1.44,210.27,11.15,0.76,0.23,0.01,0.05,0.03,0.02,0.12,0.00,0.04,0.00,0.00,0.75,0.33,0.46,0.08,0.14,0.59,0.06,0.01,0.13,0.01,0.00,0.04,0.03,0.00,0.03,0.12
1080380.00,3.00,3.00,5.00,1.00,2.00,1.00,2.00,4.00,1.00,15.00,3.00,7.00,17750.00,29.00,1936.50,4.14,612.07,10.91,0.97,0.00,0.03,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.40,0.06,0.94,0.00,0.00,0.94,0.01,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
